article_id,title,newspaper_id,newspaper_title,page,date,category,words,illustrated,corrections,snippet,url,page_url
100234100,No Title,367,Goulburn Herald (NSW : 1881 - 1907),2,1888-12-04,Article,1148,N,0,"WHATEVER opinions may be held as to the efficacy of prayer for rain, we apprehend every one will be prepared to join in expressions of thankfulness for the welcome fall",https://nla.gov.au/nla.news-article100234100,http://trove.nla.gov.au/newspaper/page/9455151
100239624,GENERAL NEWS.,367,Goulburn Herald (NSW : 1881 - 1907),3,1897-02-08,Article,690,N,1,"On Thursday a collision occurred in the English Channel between the R.M.S Duke of Buckingham, bound from London to Brisbane and an at present unknown steamer. The",https://nla.gov.au/nla.news-article100239624,http://trove.nla.gov.au/newspaper/page/9459222
100439644,BARBER'S CREEK.,367,Goulburn Herald (NSW : 1881 - 1907),3,1894-11-30,Article,285,N,0,"THIS quite place will, in a week or two, become quite lively. Many of the Sydney gentlemen will, with their wives and families, be up to spend from six weeks to three",https://nla.gov.au/nla.news-article100439644,http://trove.nla.gov.au/newspaper/page/9510162
100444460,BUSH FIRES AT ALBURY. GREAT DAMAGE DONE.,367,Goulburn Herald (NSW : 1881 - 1907),3,1894-01-08,Article,77,N,0,"IT is estimated that nearly 200,000 acres of grass land has been burnt over by bush-fires in the northern portion of the Albary district. Brookong alone lost 70,000 acres,",https://nla.gov.au/nla.news-article100444460,http://trove.nla.gov.au/newspaper/page/9509501
100444975,GREAT HEAT & BUSH FIRES.,367,Goulburn Herald (NSW : 1881 - 1907),3,1894-11-28,Article,237,N,0,"BUSH-FIRES are playing havoc in Riverina and elsewhere. The whole of Tubbo station near Narandera has been burned, but the homestead is safe. The fire could be noticed",https://nla.gov.au/nla.news-article100444975,http://trove.nla.gov.au/newspaper/page/9510158
100446879,BUNGENDORE.,367,Goulburn Herald (NSW : 1881 - 1907),3,1895-04-03,Article,332,N,4,"AN accident happened to the infant son of Mrs. Banks, of the Malloon, on Tuesday work. It seems that the poor little follow was running about with a piece of pointed stick in",https://nla.gov.au/nla.news-article100446879,http://trove.nla.gov.au/newspaper/page/9510409
100447857,SOME REMARKS ON EIGHT DAYS IN VICTORIA. NOTES BY THE WAY.—II. BALLARAT.,367,Goulburn Herald (NSW : 1881 - 1907),4,1895-03-06,Article,2375,N,0,"ON Tuesday morning I again resumed my tour as far as Ballarat, armed with an introduction to Mr. Niven, president of the Chamber of",https://nla.gov.au/nla.news-article100447857,http://trove.nla.gov.au/newspaper/page/9510352
100497437,'93 AND '94,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),2,1893-12-30,Article,4889,N,42,TO-MORROW we will leave behind us another milestone in the journey of life. The next stage will be entored upon wearily enough by most people.,https://nla.gov.au/nla.news-article100497437,http://trove.nla.gov.au/newspaper/page/10681923
100714319,Break Up of Drought.,472,The Braidwood Dispatch and Mining Journal (NSW : 1888 - 1954),2,1898-02-16,Article,843,N,0,"On Saturday a very beneficial change set in and rain has since fallen throughout many parts of N.S.W. and Victoria. The latter colony in particular will benefit, as the bush-fires which have",https://nla.gov.au/nla.news-article100714319,http://trove.nla.gov.au/newspaper/page/10961367
100826080,IMPROVEMENTS IN MODERN HORTICULTURE.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),3,1865-12-23,Article,538,N,0,"THE HYDROPULT.—Although this invaluable garden implement has now been some time in extensive use in Britain, we do not hear of its being brought before the Australian",https://nla.gov.au/nla.news-article100826080,http://trove.nla.gov.au/newspaper/page/9704358
100826517,THE FARM.—NOTES ON THE MONTH.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),2,1865-12-09,Article,1035,N,0,"So we are likely to have a department of woods and forests, at least every one seems to think so since the appearance of a report upon the destruction of the timber trees in",https://nla.gov.au/nla.news-article100826517,http://trove.nla.gov.au/newspaper/page/9704333
100826721,TORNADO AT BEECHWORTH.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),4,1865-11-08,Article,955,N,3,LAST Thursday evening Beechworth and the surrounding neighbourhood were visited by one of the most violent storms ever experienced in the Ovens district. During the,https://nla.gov.au/nla.news-article100826721,http://trove.nla.gov.au/newspaper/page/9704283
100827220,THE FARM.—NOTES ON THE MONTH.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),6,1865-11-11,Article,1149,N,0,"THE want of rain is a general complaint. 'Tis true rain has fallen in sufficient quantity in some portions of the colony, while bush-fires are making their appearance in",https://nla.gov.au/nla.news-article100827220,http://trove.nla.gov.au/newspaper/page/9704287
100827295,PREPARATIONS OF MANURES. (To the Editor of the Australasian.),366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),2,1865-09-23,Article,1294,N,0,"SIR,—One of your correspondents asked, in a recent number of the Australasian, if it would be proper to burn bones, as he was not within reach of a crushing-mill. I have",https://nla.gov.au/nla.news-article100827295,http://trove.nla.gov.au/newspaper/page/9704199
100827519,THE GOULBURN HOSPITAL.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),2,1865-02-01,Article,3720,N,4,"[?] yesterday at noon in the court house, Mr. Joseph Collins in the chair. The Treasurer, the Rev. W. Sowerby, read the balance-sheet as follows:—",https://nla.gov.au/nla.news-article100827519,http://trove.nla.gov.au/newspaper/page/9703791
100828453,PRECAUTIONS AGAINST FIRE.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),2,1865-04-01,Article,4749,N,0,"HAD the disastrous fire of Tuesday last begun at the western end of the town instead of the eastern, where would it have ended? Fanned by the wind, and raging like a",https://nla.gov.au/nla.news-article100828453,http://trove.nla.gov.au/newspaper/page/9703895
100842064,"GOULBURN POLICE COURT. WEDNESDAY, JULY 21.",366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),4,1875-07-24,Article,1125,N,2,"BEFORE the police-magistrate and Mr. Sheppard. John Law's on elderly man, apparently suffering from later on the face, [?] no moves of support, [?] to the geol hospital for mental",https://nla.gov.au/nla.news-article100842064,http://trove.nla.gov.au/newspaper/page/9461902
100842485,WHEEO.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),3,1874-02-14,Article,271,N,0,"WEATHER.—During the past week we have been favoured with several refreshing showers, which have done a vast amount of good, not only to the potato-crops and grass, but also by extinguishing the",https://nla.gov.au/nla.news-article100842485,http://trove.nla.gov.au/newspaper/page/9460976
100842491,HORSE-KEEPING FOR HARD WORK.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),2,1874-02-14,Article,4286,N,0,"One of the most remarkable instances of how people run in one groove, generation after generation, is the universality of the use of cats and beans as food for horses. It is almost as",https://nla.gov.au/nla.news-article100842491,http://trove.nla.gov.au/newspaper/page/9460975
100842572,CROOKWELL.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),2,1874-12-09,Article,656,N,0,"BUSH FIRES.—It is highly important that public attention should be drawn to every bush-fire which takes place, as the cason of danger is now approaching. A fire occurred on the spro-[?] right of Mr. John Parker, and a quantity o",https://nla.gov.au/nla.news-article100842572,http://trove.nla.gov.au/newspaper/page/9461505
100842655,DEATH OF MR. JOHN MORRICE.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),2,1875-02-24,Article,2862,N,1,"Our obituary to-day contains a notice of the death of Mr. John Morrice of Glenrook, which took place at 10.30 a.m. on Saturday last in his sixty-fourth year. This",https://nla.gov.au/nla.news-article100842655,http://trove.nla.gov.au/newspaper/page/9461640
100843375,GUNDAROO.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),6,1874-01-31,Article,675,N,0,"YESTERDAY was court day, and the larrikins were to have given an account of their doings, or rather (if they could) hare defended their conduct; but at the time for opening the court only one magistrate (Mr.",https://nla.gov.au/nla.news-article100843375,http://trove.nla.gov.au/newspaper/page/9460957
100844166,WHEEO.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),5,1875-01-23,Article,220,N,0,"LAST evening a thunderstorm passed over this neighbourhood. There was a smart shower of rain, which lasted  about half-an-bour. During the storm a stringbark-tree at the corner of Mr. E. Sheehy's",https://nla.gov.au/nla.news-article100844166,http://trove.nla.gov.au/newspaper/page/9461585
100844188,"TELEGRAPHIC INTELLIGENCE. [AUSTRALIAN ASSOCIATED PRESS.]SYDNEY, Friday.",366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),4,1875-01-23,Article,87,N,0,THE corporation are making strenuous efforts to stop slaughtering in the city. Several butchers have been convicted to-day and flood heavily. The heat is intense.,https://nla.gov.au/nla.news-article100844188,http://trove.nla.gov.au/newspaper/page/9461584
100844219,TUENA AND DISTRICT.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),3,1875-01-27,Article,169,N,1,"MINING.—Messrs. Henry Hill and party are preparing for another crushing from the Royal George, Junction Point. Peelwood mines have again commenced operations.",https://nla.gov.au/nla.news-article100844219,http://trove.nla.gov.au/newspaper/page/9461591
100844346,AMATEUR ENTERTAINMENT.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),2,1874-12-30,Article,3036,N,2,The reappearance on Saturday night of the local amateurs in an entertainment in aid of the funds to purchase colors for the Goulburn volunteer corps was hailed with,https://nla.gov.au/nla.news-article100844346,http://trove.nla.gov.au/newspaper/page/9461539
100844348,BUNGENDORE.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),2,1874-12-30,Article,524,N,0,"THE LATE ELECTION.—Exactly at none o'clock on last Wednesday Mr. J. B. Burke, returning-officer, accompanied by the scrutineers for Messrs. Wright and Forster, and poll-clerk, took up their respective",https://nla.gov.au/nla.news-article100844348,http://trove.nla.gov.au/newspaper/page/9461539
100844351,RAILWAY EXCURSION.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),2,1874-12-30,Article,1355,N,3,"ON Saturday last (Boxing-day) the usual annual railway excursion under the auspices of the oddfellows lows of this district took place. The excursion wan very successful, between seven and eight hundred",https://nla.gov.au/nla.news-article100844351,http://trove.nla.gov.au/newspaper/page/9461539
100844379,TERRIFIC HAILSTORM AT GUNDAGAI.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),4,1874-01-14,Article,1037,N,1,"THE stillness of the sultry, sunshiny days we have experienced for the past week or two in Gundugai was on Tuesday last broken by the most violent storm that has ever visited our township. On the",https://nla.gov.au/nla.news-article100844379,http://trove.nla.gov.au/newspaper/page/9460927
100844629,BUNGENDORE.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),4,1874-02-11,Article,541,N,0,"QUEANBEYAN GENERAL SESSIONS.—Saturday, February 7th.—Before his Honor Judge Mo Farland. The court opened at ten minutes past ten a.m. Mr. Lee presecuted for the crown. Messrs.",https://nla.gov.au/nla.news-article100844629,http://trove.nla.gov.au/newspaper/page/9460973
100845119,SYDNEY SUMMARY.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),4,1875-11-06,Article,1989,N,1,"A FIRE broke out on the roof of the Pelican Hotel, corner of Oxford and Edward streets, at noon on Tuesday, and was unfortunately attended with loss of life. The chimney of the shop occupied by",https://nla.gov.au/nla.news-article100845119,http://trove.nla.gov.au/newspaper/page/9462086
100845191,"COMMERCIAL. GOULBURN, Friday.",366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),4,1875-01-02,Article,1702,N,0,"ALTHOUGH not nearly so large a trade has been done this week as for some time past, yet a fair business has been transacted. The amount of general trade that has taken place during the past two or three",https://nla.gov.au/nla.news-article100845191,http://trove.nla.gov.au/newspaper/page/9461546
100845224,WHEEO.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),3,1875-01-02,Article,388,N,0,ON Saturday last a pleasant day was spent at Curran's Creek—the occasion being the distribution of prizes to the scholars attending the Curran's Creek and Lost River half-time schools. A good deal of,https://nla.gov.au/nla.news-article100845224,http://trove.nla.gov.au/newspaper/page/9461545
100846976,CROOKWELL.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),4,1875-02-10,Article,858,N,0,THE weather has agreeably changed; bush-fires have been extinguished; the withered grass will noon give place to greenness; and the suffering cattle will find water and pasture in abundance. We have,https://nla.gov.au/nla.news-article100846976,http://trove.nla.gov.au/newspaper/page/9461616
100847480,SUDDEN DEATH.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),4,1874-02-07,Article,2328,N,3,"On Thursday Mr. Marsden. coroner, held an inquest at Bunnaby on the body of Mrs Mary Mc Cabe, aged about fifty years, wife of a settler. From the evidence adduced it appears that",https://nla.gov.au/nla.news-article100847480,http://trove.nla.gov.au/newspaper/page/9460965
100847925,TUENA AND DISTRICT.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),2,1875-01-06,Article,223,N,1,"WHAT with matrimonial alliances and electioneering, our Christmas holidays have passed not so monotonously as a great-many preceding ones. On Monday last our township presented an",https://nla.gov.au/nla.news-article100847925,http://trove.nla.gov.au/newspaper/page/9461552
100848626,"TELEGRAPHIC INTELLIGENCE. [AUSTRALIAN ASSOCIATED PRESS.] SYDNEY, Tuesday.",366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),3,1875-01-20,Article,143,N,0,"MR. GRAHAME, the late member for Monaro, has been appointed to the upper house. Governor Cairns left for Brisbane to-day There are great bush-fires in the Bega district.",https://nla.gov.au/nla.news-article100848626,http://trove.nla.gov.au/newspaper/page/9461578
100869564,ARGYLE AGRICULTURAL AND HORTICULTURAL SOCIETY.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),5,1867-02-16,Article,3064,N,1,"THE ninth annual meeting of the Argyle Agricultural and Horticultural Society was hold yesterday Sat the Salutation Inn, Mr. J. W. Chisholm in the chair. There were about a dozen persons present.",https://nla.gov.au/nla.news-article100869564,http://trove.nla.gov.au/newspaper/page/9462898
100871388,VICTORIA.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),5,1867-01-26,Article,714,N,1,"LYNCHING Chinamen is occasionally a popular pastime among Europeans when they can indulge themselves safely. Two instances have come under our notice this week, observes the Ballarat Star, one a",https://nla.gov.au/nla.news-article100871388,http://trove.nla.gov.au/newspaper/page/9462860
100871762,"MONDAY, JANUARY 1.",366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),2,1872-01-03,Article,4084,N,6,"Before the police-magistrate. James Martin, a visitor from the bush, was fined 5s. for using obscene language in Vernor-street. James Norris for a similar offence was sent to",https://nla.gov.au/nla.news-article100871762,http://trove.nla.gov.au/newspaper/page/9462812
100872215,THE FARM.—NOTES ON THE MONTH.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),2,1867-01-12,Article,1138,N,0,"ON the subject of the action of manures upon the soil, various and apparently contradictory accounts reach us. It is evident that the discrepancy must arise solely from",https://nla.gov.au/nla.news-article100872215,http://trove.nla.gov.au/newspaper/page/9462833
100872457,TESTIMONIAL TO THE REV. FATHER MC ALROY.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),4,1867-01-19,Article,5339,N,1,ON Wednesday evening a meeting was hold in the large room over Mr. Roger's for the purpose of taking steps for getting up a testimonial to the Rev. Father Mc Alroy.,https://nla.gov.au/nla.news-article100872457,http://trove.nla.gov.au/newspaper/page/9462847
100877677,"COMMERCIAL. GOULBURN, Friday.",366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),4,1878-01-12,Article,1460,N,1,BUSINESS has on the whole been about up to average during the past week; and now that things have again get into their accustomed channels we may look for an active general trade.,https://nla.gov.au/nla.news-article100877677,http://trove.nla.gov.au/newspaper/page/9464518
100878420,THE VINEYARDS.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),3,1877-11-10,Article,1927,N,1,The vines generally in the neighborhood of Albury are in a more forward condition than is usual at this time of year and the show of fruit is fully up to the average. Up to lost,https://nla.gov.au/nla.news-article100878420,http://trove.nla.gov.au/newspaper/page/9464408
100879158,SYDNEY.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),3,1878-10-19,Article,1209,N,1,"THE fish and oyster men of Sydney hold their annual picnic at the new pavilion, Botany, on Monday, and on the same day the Independent Order of Oddfellows (M.U.) celebrated their thirty-fourth",https://nla.gov.au/nla.news-article100879158,http://trove.nla.gov.au/newspaper/page/9465011
100879678,THE REV. J. GRAHAM LOVE.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),4,1878-03-27,Article,583,N,1,"The following remarkable petition has been presented to the Legislative Assembly from the inhabitants of Braidwood:—""May it please",https://nla.gov.au/nla.news-article100879678,http://trove.nla.gov.au/newspaper/page/9464650
100879933,AT MOUNT GILEAD.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),3,1879-04-26,Article,2292,N,18,"I Do most thoroughly enjoy a visit, if ever so hurried, to Mount Gilead, where I find myself among the kind friends, not only of to-day, but of nigh thirty years agone, and",https://nla.gov.au/nla.news-article100879933,http://trove.nla.gov.au/newspaper/page/9465370
100891188,"AUSTRALIAN TALES AND ADVENTURES. ""MY HERO.""",350,"Nepean Times (Penrith, NSW : 1882 - 1962)",1 S,1886-08-14,Article,2727,N,0,"""Tell you a story boys,"" said old Jack Hall one fine moonlight night, as we eat smoking outside the shearing shed on old Wilson's station on the Wimmera.",https://nla.gov.au/nla.news-article100891188,http://trove.nla.gov.au/newspaper/page/10541502
101005573,A[?]st the mountains. WENT WORTH FALLS.,350,"Nepean Times (Penrith, NSW : 1882 - 1962)",3,1889-04-27,Article,1764,N,6,"In continuation of our series of flying sketches of some of the principal places in the Blue Mountains, we next select that originally known as the Weather-board Hut, but which now derives its name and all",https://nla.gov.au/nla.news-article101005573,http://trove.nla.gov.au/newspaper/page/10726898
101008395,Brevities.,350,"Nepean Times (Penrith, NSW : 1882 - 1962)",1,1890-03-08,Article,1351,N,4,Druids meet on Wednesday. Oddfellows meet on Tuesday. Floods are anticipated in the Bega district. A real live Presbyterian Bishop at Penrith.,https://nla.gov.au/nla.news-article101008395,http://trove.nla.gov.au/newspaper/page/10727395
101010275,St. Marys.,350,"Nepean Times (Penrith, NSW : 1882 - 1962)",6,1890-11-29,Article,621,N,0,"On Saturday at about noon when all the township was wrapt in hazy semi-somnolence, brought about by the sweet ambient air and glorious sunshine of our lovely",https://nla.gov.au/nla.news-article101010275,http://trove.nla.gov.au/newspaper/page/10727784
101010345,St. Marys.,350,"Nepean Times (Penrith, NSW : 1882 - 1962)",6,1890-12-13,Article,373,N,0,"A severe conflagration raged in Bull's bush on Saturday and Sunday last and was with difficulty subdued. It is anticipated some 200 acres or more are ""cleared"" by",https://nla.gov.au/nla.news-article101010345,http://trove.nla.gov.au/newspaper/page/10727800
101010355,Brevities.,350,"Nepean Times (Penrith, NSW : 1882 - 1962)",1,1890-12-13,Article,1375,N,3,Council meet Monday night. What's the matter with the light? Oddfellows meet on Tuesday night. Mulgoa Irrigation Scheme. Advance Penrith.,https://nla.gov.au/nla.news-article101010355,http://trove.nla.gov.au/newspaper/page/10727795
101079333,Bush Fires.,350,"Nepean Times (Penrith, NSW : 1882 - 1962)",3,1893-02-04,Article,244,N,1,"The Department of Agriculture is issuing circulars warning persons against the careless use of fire. The spread of fires, especially from the months of October",https://nla.gov.au/nla.news-article101079333,http://trove.nla.gov.au/newspaper/page/10721390
101092324,GUNDAROO.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),2,1872-01-24,Article,750,N,0,"JANUARY 20.-.Gundaroo is considered rather a slow place, and I am afraid you will be inclined to regard your correspondent as one of the slowest persons in it. I confess a culpable tardiness in",https://nla.gov.au/nla.news-article101092324,http://trove.nla.gov.au/newspaper/page/9703304
101092326,"GOULBURN POLICE COURT. SATURDAY, JANUARY 20.",366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),2,1872-01-24,Article,3569,N,3,"BEFORE the police-magistrate, James Lake was charged with keeping a ferocious dog. John O'Brien deposed that the dog in question",https://nla.gov.au/nla.news-article101092326,http://trove.nla.gov.au/newspaper/page/9703304
101093240,"COMMERCIAL. WAGGA WAGGA, Friday.",366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),3,1871-04-12,Article,522,N,0,"THE weather during the past week has been warm, dry, and genial; and the country being well grassed, water abundant, and the prospective demand for fat stock, induced by the operations of the",https://nla.gov.au/nla.news-article101093240,http://trove.nla.gov.au/newspaper/page/9702794
101093241,DESTRUCTIVE BUSH-FIRES AT MOUNT GAMBIER.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),3,1871-04-12,Article,852,N,0,"FORTUNATELY, it is very seldom that the district is swept by bush-fires so unmanageable and so destructive as those that devastated it so extensively on Tuesday last. On that day, in addition to the very",https://nla.gov.au/nla.news-article101093241,http://trove.nla.gov.au/newspaper/page/9702794
101093314,SCENE IN A VICTORIAN SHIRE COUNCIL.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),4,1872-05-29,Article,2634,N,1,"A Benalla journal gives the following particulars of a disgraceful fracas in the shire council of the place:—""All local topics this week sink into insignificance compared",https://nla.gov.au/nla.news-article101093314,http://trove.nla.gov.au/newspaper/page/9703536
101093574,EXTINCTION OF BUSH-FIRES.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),4,1872-02-07,Article,577,N,0,"EXTINCTION OF BUSH-FIRES.—We understand that Mr. Thomas Sharp, of Widgiewa station, Urana is about to patent a machine, to be used in the extinction of bush-fires. Mr. Sharp, though he has",https://nla.gov.au/nla.news-article101093574,http://trove.nla.gov.au/newspaper/page/9703330
101093595,"TUESDAY, FEBRUARY 6.",366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),2,1872-02-07,Article,2158,N,3,"Before the police-magistrate and Captain Rossi. Nelly Antill, aboriginal, was charged with vagrancy Defendant had been living with Mrs. Antill for",https://nla.gov.au/nla.news-article101093595,http://trove.nla.gov.au/newspaper/page/9703328
101093669,GUNDAROO.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),2,1872-04-24,Article,484,N,0,THE quiet monotony of our little town was disturbed on Saturday morning by the news of a robbery that had taken place on Friday night. Some on evil thoughts intent entered foreibly the store of,https://nla.gov.au/nla.news-article101093669,http://trove.nla.gov.au/newspaper/page/9703474
101093961,TUESDAY—JANUARY 9.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),2,1872-01-10,Article,3332,N,35,"Before the police-magistrate. Ono drunkard was discharged. Sarah Ann Last was charged with using threatening language to her husband, Christian Last.",https://nla.gov.au/nla.news-article101093961,http://trove.nla.gov.au/newspaper/page/9703278
101094205,WATTLE OR MIMOSA CULTURE.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),3,1872-01-06,Article,1273,N,0,"SOME thirty years ago a Scotch gentleman, located on the Merri Merri Creek, near Melbourne, attempted the cultivation of the green wattle, or mimosa, botanically known",https://nla.gov.au/nla.news-article101094205,http://trove.nla.gov.au/newspaper/page/9703271
101094654,"COMMERCIAL. WAGGA WAGGA, Friday.",366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),3,1872-01-17,Article,1360,N,0,"THE weather during the past week has been excessively hot, with strong westerly winds prevailing. The large number of bush-fires which have occurred in the district have caused very serious losses in very",https://nla.gov.au/nla.news-article101094654,http://trove.nla.gov.au/newspaper/page/9703291
101096439,"FRIDAY, JANUARY 12.",366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),4,1872-01-13,Article,4136,N,9,"Before the police-magistrate and Captain Rossi. Samuel Pearson was charged with keeping a ferocious dog. Defendant appeared, but the prosecutor, Ellis E.",https://nla.gov.au/nla.news-article101096439,http://trove.nla.gov.au/newspaper/page/9703284
101096470,THE POLITICAL POSITION.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),8,1872-01-13,Article,5594,N,3,THE POLITICAL POSITION.—But the misfortune is that in the present state of public affairs there is an extreme probability of Mr. Parkes treading the self-same path of,https://nla.gov.au/nla.news-article101096470,http://trove.nla.gov.au/newspaper/page/9703288
