article_id,Placename,Filename,longitude,latitude,State,mean_median_dist,median_median_dist,n_results,winnerPct,searchType,Trove_id,Database,Chapter,Date,Trove Title,Chapter Title,Chapter Link,url,Narrative Foreground/Background,Bushfire_Tense_Context,Accuracy,Point/Polygon,Bushfire_Location,nothing,Newspaper Common Title,Coordinates,Newspaper Location,Author,Nationality,Status,Start Date,End Date,Newspaper ID,Colony/State,Gender,Status
92036072,Hudson's Bay,9403_29_08_1914_44_XXV_THE BACK TRAIL._92036072.txt,,,None,,,0,,None,9403,Database,,,The Intriguers,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=92036072,https://trove.nla.gov.au/newspaper/article/92036072,Part of Speech,Other,,,,,Melbourne Leader,,"Melbourne, Vic.","Bindloss, Harold",British,Matching,2/5/14,3/10/14,319,Victoria,Male,Matching
92036072,Canada,9403_29_08_1914_44_XXV_THE BACK TRAIL._92036072.txt,142.05,-20.96666667,QLD,0,0,1,100,exact,9403,Database,,,The Intriguers,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=92036072,https://trove.nla.gov.au/newspaper/article/92036072,Part of Speech,Other,,,,,Melbourne Leader,,"Melbourne, Vic.","Bindloss, Harold",British,Matching,2/5/14,3/10/14,319,Victoria,Male,Matching
92036072,Montreal,9403_29_08_1914_44_XXV_THE BACK TRAIL._92036072.txt,150.0677778,-36.38166667,NSW,0,0,1,100,exact,9403,Database,,,The Intriguers,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=92036072,https://trove.nla.gov.au/newspaper/article/92036072,Part of Speech,Other,,,,,Melbourne Leader,,"Melbourne, Vic.","Bindloss, Harold",British,Matching,2/5/14,3/10/14,319,Victoria,Male,Matching
10395013,Coonara,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,145.502404,-34.435287,Ambiguous,4.787136933,3.722198553,8,,exact,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,Coonara,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,145.502404,-34.435287,Ambiguous,4.787136933,3.722198553,8,,exact,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,Toulouse,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,,,None,,,0,,None,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,Lewis Ponds Creek,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,149.2511111,-33.39833333,NSW,0,0,1,100,exact,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,Portland,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,141.6009722,-38.3445816,VIC,0.006267008,0.004442711,7,42.85714286,exact,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,Bathurst,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,149.5805556,-33.42416667,NSW,0.486084924,0.212091905,7,100,exact,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,Yarra,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,149.6344444,-34.815,NSW,0.299254339,0,4,75,exact,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,Port Phillip,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,144.8913889,-38.1072222,VIC,0,0,1,100,exact,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,Sydney,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,Port Phillip,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,144.8913889,-38.1072222,VIC,0,0,1,100,exact,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,Sacramento,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,,,None,,,0,,None,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,Australia,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,137.13828,-28.61389,Ambiguous,0,0,2,,exact,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,New South,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,,,None,,,0,,None,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,Wales,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,,,None,,,0,,None,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,Lewis Ponds Creek,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,149.2511111,-33.39833333,NSW,0,0,1,100,exact,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,Summerhill Creek,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,151.3166667,-26.9,QLD,0,0,1,100,exact,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,New South Wales,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,147.0177778,-32.16166667,NSW,0,0,1,100,exact,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,California,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,147.8630556,-25.12416667,Ambiguous,8.13919386,8.13919386,2,,exact,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,Port Phillip,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,144.8913889,-38.1072222,VIC,0,0,1,100,exact,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,Victoria,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,148.1344444,-33.93027778,NSW,4.494904881,3.929359113,11,63.63636364,exact,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,Toulouse,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,,,None,,,0,,None,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,Melbourne,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,Melbourne,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,144.9752778,-37.82986111,VIC,0.012223011,0.012223011,5,40,exact,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,Australia,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,137.13828,-28.61389,Ambiguous,0,0,2,,exact,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,New South Wales,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,147.0177778,-32.16166667,NSW,0,0,1,100,exact,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,Victoria,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,148.1344444,-33.93027778,NSW,4.494904881,3.929359113,11,63.63636364,exact,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,Lewis Ponds Creek,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,149.2511111,-33.39833333,NSW,0,0,1,100,exact,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,Lewis Ponds Creek,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,149.2511111,-33.39833333,NSW,0,0,1,100,exact,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,Guyong,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,149.2588889,-33.41222222,NSW,0,0,1,100,exact,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,California,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,147.8630556,-25.12416667,Ambiguous,8.13919386,8.13919386,2,,exact,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,Australia,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,137.13828,-28.61389,Ambiguous,0,0,2,,exact,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,Sydney,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,151.2094444,-33.865,NSW,0.002685185,0,5,60,exact,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,California,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,147.8630556,-25.12416667,Ambiguous,8.13919386,8.13919386,2,,exact,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,San Joaquin,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,,,None,,,0,,None,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,Sierra,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,148.3934465,-34.1187355,NSW,0,0,1,100,exact,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,Sacramento,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,,,None,,,0,,None,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,Feather River,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,,,None,,,0,,None,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,Yuba,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,145.9686755,-35.7568385,NSW,0,0,1,100,exact,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,Lewis Ponds Creek,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,149.2511111,-33.39833333,NSW,0,0,1,100,exact,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,Guyong,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,149.2588889,-33.41222222,NSW,0,0,1,100,exact,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
10395013,Guyong,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,149.2588889,-33.41222222,NSW,0,0,1,100,exact,8651,Database,,1914,The Call of the Southern Cross,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=10395013,https://trove.nla.gov.au/newspaper/article/10395013,Narrative Foreground,Past Primary,,,,,Hobart Mercury,,"Hobart, Tas.","Sandes, John",Australian,Matching,17/10/14,30/12/14,10,Tasmania,Male,Matching
