article_id,title,newspaper_id,newspaper_title,page,date,category,words,illustrated,corrections,snippet,url,page_url
104050416,Death of Mr. E. Ingram. ANOTHER PIONEER GONE.,413,Wagga Wagga Advertiser (NSW : 1875 - 1910),2,4/5/05,Article,1245,N,0,"Universal regret will be expressed throughout the district by the news of the death of another p[?]eer, in the person of Mr. Edward Ingram, of",https://nla.gov.au/nla.news-article104050416,http://trove.nla.gov.au/newspaper/page/10656452
104469874,Bush Fires.,434,Adelong and Tumut Express and Tumbarumba Post (NSW : 1900 - 1925),2,31/12/01,Article,319,N,1,"FROM the appearance of dense smoke in and around the town during last and this week, it was evident that the fire fiend has visited these regions",https://nla.gov.au/nla.news-article104469874,http://trove.nla.gov.au/newspaper/page/10763432
105285982,MOORAK.,395,"Daily Herald (Adelaide, SA : 1910 - 1924)",8,10/3/13,Article,341,N,0,"March 5.—The rain seems close at hand. Farmers and graziers are hoping for an early downfall to start the grass growing, and to sow their oats and barley",https://nla.gov.au/nla.news-article105285982,http://trove.nla.gov.au/newspaper/page/10490771
10534297,THE BUSH FIRES. DEATH OF ANOTHER VICTIM. PARTICULARS OF THE DAMAGE ENORMOUS LOSSES OF STOCK AND GRASS. A MESSAGE OF SYMPATHY.,13,"The Argus (Melbourne, Vic. : 1848 - 1957)",5,11/2/01,Article,3220,N,11,"The following telegram has been received from the Governor-General by the Lieutenant-Governor:— ""I am shocked to read of the terrible",https://nla.gov.au/nla.news-article10534297,http://trove.nla.gov.au/newspaper/page/323727
10534613,"THE BUSH FIRES. COMPUTING THE DAMAGE. MILES OF COUNTRY DEVASTATED. WANGARATTA, Monday.",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",5,12/2/01,Article,3634,N,7,"The fire that swept over the Boggy Creek settlement on Thursday night is believed to have originated at Kilfeera, 30 miles away, on Tuesday, and it is reported that",https://nla.gov.au/nla.news-article10534613,http://trove.nla.gov.au/newspaper/page/323748
106025500,MY BROTHER GREGORY FOR THE NEWSLETTER BY F. J. BROOMFIELD,437,"The Newsletter: an Australian Paper for Australian People (Sydney, NSW : 1900 - 1919)",20,17/12/04,Article,4455,Y,6,Mr brother Gregory told me to leave everything to him ; be would not trouble me with paltry details All that I had to do was to carry on my campaign as a,https://nla.gov.au/nla.news-article106025500,http://trove.nla.gov.au/newspaper/page/10916439
106235185,To the Editor of the Herald,386,"The Herald (Fremantle, WA : 1867 - 1886)",3,1869-04-24,Article,97,N,0,"SIR,— I hope you will pardon the liberty I take of addressing the public about the lamentable condition the York Road is in at present, also",https://nla.gov.au/nla.news-article106235185,http://trove.nla.gov.au/newspaper/page/10072187
106235977,To the Editor of the Herald,386,"The Herald (Fremantle, WA : 1867 - 1886)",3,1869-04-10,Article,560,N,0,"SIR,— I take in your paper, if you will let me I should like to say a few words about things that you often allude to—and shall take it as a favor",https://nla.gov.au/nla.news-article106235977,http://trove.nla.gov.au/newspaper/page/10072178
106440681,Local & General.,393,The Cobargo Chronicle (NSW : 1898 - 1944),2,24/12/09,Article,1768,N,7,"IN order that our staff may enjoy a holiday, there will be no issue of the CHRONICLE next Friday, Subscribers and",https://nla.gov.au/nla.news-article106440681,http://trove.nla.gov.au/newspaper/page/10402776
106445668,LOCAL AND GENERAL NEWS.,393,The Cobargo Chronicle (NSW : 1898 - 1944),2,15/2/01,Article,1720,N,5,SOME charitable individual in the northern portion of the parish spread a report that the Rector of Christ Church appropriated some of the,https://nla.gov.au/nla.news-article106445668,http://trove.nla.gov.au/newspaper/page/10401165
107012146,CHAPTER III.,469,The Muswellbrook Chronicle (NSW : 1898 - 1955),5 S,22/12/00,Article,1930,N,0,"Early marriages are not, or, at least, were not, encouraged in Devonshire. Mr. and Mrs. Frayling for a long time opposed the idea of Pierce entering into",https://nla.gov.au/nla.news-article107012146,http://trove.nla.gov.au/newspaper/page/11566395
107322056,Disastrous Fires in Sweden.,508,"Evening News (Sydney, NSW : 1869 - 1931)",8,1888-08-30,Article,736,N,3,"The 26th of June this year was, for Sweden, a day of terror and sorrow. During a severe gale one of its most prosperous northern towns. Sundsvall, caught fire, and in a few hours the",https://nla.gov.au/nla.news-article107322056,http://trove.nla.gov.au/newspaper/page/11928155
107709252,Yarraman and Glaston.,469,The Muswellbrook Chronicle (NSW : 1898 - 1955),4,23/3/04,Article,238,N,0,"Rainfall.—The downfall here was eight inches; Glen Muan, 11; Hall's Creek, 15. Like all other parts this will soon look its very best.",https://nla.gov.au/nla.news-article107709252,http://trove.nla.gov.au/newspaper/page/11571589
108019219,Swept By Flame. NEW YEAR'S BAPTISM OF FIRE. A ROARING FURNACE SEARS THE LAND.,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",20,7/1/05,Article,744,N,6,"As if to mock the country's congratulations on the prospect of a plenteous season, a tornado of fierce fire and withering heat swept over New South Wales on the closing",https://nla.gov.au/nla.news-article108019219,http://trove.nla.gov.au/newspaper/page/12250554
108028399,No title,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",5,1/12/06,Article,798,N,0,"Having operated for appendicitis and found there was none, a surgeon got out of the difficulty, Sir Samuel Wilks explained at a Guy's Hospital lecture, by calling it",https://nla.gov.au/nla.news-article108028399,http://trove.nla.gov.au/newspaper/page/12260800
10813671,THE HEAT WAVE. RECORD FOR OCTOBER 10O.2deg. IN THE CITY. ANOTHER RAINLESS CHANGE.,13,"The Argus (Melbourne, Vic. : 1848 - 1957)",8,26/10/14,Article,2011,N,25,"The intense heat wave which marked the closing days of last week reached its climax on Saturday, when the thermometer at the Weather Bureau recorded a maximum",https://nla.gov.au/nla.news-article10813671,http://trove.nla.gov.au/newspaper/page/378048
108683505,"""YUROKA"" OR ""Saxon & Savage,"" PART III. CHAPTER XI.—COLLECTING THE CRUMBS.",350,"Nepean Times (Penrith, NSW : 1882 - 1962)",7,1894-06-02,Article,2707,N,0,"The demise of Mr. King brought about the departure of his family from the scene of our narrative. Even if that gentleman had lived, the devastation wrought by the fire",https://nla.gov.au/nla.news-article108683505,http://trove.nla.gov.au/newspaper/page/10730430
108686081,Bush Fires. GREAT DAMAGE TO PROPERTY ON THE MOUNTAINS.,350,"Nepean Times (Penrith, NSW : 1882 - 1962)",6,1895-09-14,Article,1418,N,0,"The passengers by the midday train from Bathurst to Sydney on Tuesday had a sensational experience near Soldier's Pinch, between Blackheath and Mount Victoria.",https://nla.gov.au/nla.news-article108686081,http://trove.nla.gov.au/newspaper/page/10730989
108695107,Fearful Bush Fires. Heavy Losses. Several Lives Lost.,453,The Tenterfield Intercolonial Courier and Fairfield and Wallangarra Advocate (NSW : 1900 - 1914),4,10/1/05,Article,2371,N,3,"Brief particulars of the disastrous bushfires in New South Wales have already appeared in our columns. The details given in the Sydney Press, however,",https://nla.gov.au/nla.news-article108695107,http://trove.nla.gov.au/newspaper/page/11710964
108695158,The Recent Bush Fires. Semi-Religious Meeting.,453,The Tenterfield Intercolonial Courier and Fairfield and Wallangarra Advocate (NSW : 1900 - 1914),2,13/1/05,Article,1508,N,0,THE semi religious meeting inaugurated by the heads of the various local churches for the purpose of establishing a fund in Tenterfield to assist those people who have,https://nla.gov.au/nla.news-article108695158,http://trove.nla.gov.au/newspaper/page/11710966
108716015,How Are You Off For Flour?,350,"Nepean Times (Penrith, NSW : 1882 - 1962)",7,1897-12-18,Article,4019,N,4,"Throughout the County of Cumberland, 1838 was the driest of all dry seasons known in Colonial History. There had been no rain to speak of for two years and 10 months.",https://nla.gov.au/nla.news-article108716015,http://trove.nla.gov.au/newspaper/page/10729302
108806629,TELEPHONES FOE FARMERS THEIR USES AND HOW TO OBTAIN THEM.,445,"The Border Morning Mail and Riverina Times (Albury, NSW : 1903 - 1920)",4,30/8/07,Article,262,N,0,"The rural telephone has come to stay, and its use can be so popularised and extended, if the department will adopt up-to-date business",https://nla.gov.au/nla.news-article108806629,http://trove.nla.gov.au/newspaper/page/12128728
109834686,BUSHFIRE THREATENS KIEWA. CHECKED WITHIN HALF-MILE OF TOWNSHIP. RESIDENTS PREPARED FOR FLIGHT.,445,"The Border Morning Mail and Riverina Times (Albury, NSW : 1903 - 1920)",3,9/2/14,Article,216,N,0,"On Saturday morning a bush fire, which had been burning fiercely for over a week amongst the dense scrub and timber which clothed the rugged sides of Mount",https://nla.gov.au/nla.news-article109834686,http://trove.nla.gov.au/newspaper/page/12127254
109878808,BUSH FIRES.,508,"Evening News (Sydney, NSW : 1869 - 1931)",5,1895-09-09,Article,1271,N,0,"did not feturn to the creek, and the infant did not suffer from the exposure, but from latest reports was weli and th[?]ving. How some of the smaller towns of the",https://nla.gov.au/nla.news-article109878808,http://trove.nla.gov.au/newspaper/page/11922026
109885832,The Bush Fires.,508,"Evening News (Sydney, NSW : 1869 - 1931)",4,1895-09-12,Article,216,N,1,"MILTON, Thursday. -The bash fires have been urged on by a strong westerly gale, miles of country being alight. At Yatteyattah Messrs. John Whatman, Jacob",https://nla.gov.au/nla.news-article109885832,http://trove.nla.gov.au/newspaper/page/11922049
111083300,BUSH FIRES IN VICTORIA.,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",32,23/2/01,Article,230,N,0,THE heat register on February 7 in Melbourne was the highest recorded (writes our Melbourne correspondent) for 30 years. In the metropolis at 3 p.m. the shade reading was a fraction below 110,https://nla.gov.au/nla.news-article111083300,http://trove.nla.gov.au/newspaper/page/12409052
111083639,A TOUR IN HE RIVERINA. FROM BERRIGAN TO COROWA.,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",29,20/4/01,Article,1862,N,1,"B[?]BRIGAN since my last visit has considerably improved. This town has not suffered to nearly the same extent as others in the south-west, for the reason that the soil is of [?] clayey nature, and",https://nla.gov.au/nla.news-article111083639,http://trove.nla.gov.au/newspaper/page/12409339
111108623,A TOUR IN THE RIVERINA. AROUND NARRANDERA— THE SCENE OF THE SQUATTER'S DREAM.,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",17,1895-01-05,Article,1711,N,3,"WE are continually being told that the colonies have no history—no colour. Nothing, in fact, to call up feelings of veneration and wonder. No ancient ruins crumbling to decay, nor ""fragments of an",https://nla.gov.au/nla.news-article111108623,http://trove.nla.gov.au/newspaper/page/12544624
111121967,ANOTHER VICTORIAN BLACK THURSDAY.,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",17,1890-02-15,Article,195,N,0,"THE Kilmore correspondent of the Melbourne ARGUS states that bushfires are raging in the neighbourhood, and selectors are experiencing a repetition of Black Thursday. The heat",https://nla.gov.au/nla.news-article111121967,http://trove.nla.gov.au/newspaper/page/12549700
111301257,THE SETTLER SETTLERS' NOTES.,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",13,2/1/04,Article,1674,Y,0,At a public Meeting held at Albury recently it was decided^to establish a fire-brigade of 100 strong to cope with bush-fires. The Darling Downs are being rapidly opened,https://nla.gov.au/nla.news-article111301257,http://trove.nla.gov.au/newspaper/page/12416637
111310609,"OUR MELBOURNE LETTER. DEATH OF TWO SUCCESSFUL IRISH COLONISTS. MUNIFICENT BEQUESTS TO CATHOLIC AND OTHER CHARITIES. DISASTROUS BUSH FIRES. ANOTHER, POLITICAL CRISIS.",464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",13,17/2/00,Article,1393,N,1,FROM almost week to week the pleasing and significant record has to be made of the practical evidence of the marked success of one or more of our Irish-Catholic colonists of the farming and middle,https://nla.gov.au/nla.news-article111310609,http://trove.nla.gov.au/newspaper/page/12419176
111313332,THE SETTLER. ITEMS OF INTEREST.,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",26,24/11/00,Article,1391,N,0,"The weather in Victoria, although very warm and dry, is not so far unfavourable to the districts south of the dividing line, where crops are late and well fortified by the rains of the past winter, but matters",https://nla.gov.au/nla.news-article111313332,http://trove.nla.gov.au/newspaper/page/12420365
111397601,Arbitration and Agriculture.,512,The Murrurundi Times and Liverpool Plains Gazette (NSW : 1874 - 1907; 1926 - 1929),2,2/1/04,Article,808,N,0,It should require no emphasising to persuade ordinarily intelligent men that industries dealing with the direct production of the soil must be regulated,https://nla.gov.au/nla.news-article111397601,http://trove.nla.gov.au/newspaper/page/12079110
112287821,On Dit.,459,"Western Champion (Parkes, NSW : 1898 - 1934)",15,1898-02-11,Article,572,N,0,That garden raiders are on the war-path. That the weather-god has afforded variety during the week.,https://nla.gov.au/nla.news-article112287821,http://trove.nla.gov.au/newspaper/page/11169796
112313118,Brief Mention.,459,"Western Champion (Parkes, NSW : 1898 - 1934)",10,20/7/06,Article,2370,N,0,The Show is drawing near. It is expected that the carnival will beat all previous records. Fox drives are held regularly every,https://nla.gov.au/nla.news-article112313118,http://trove.nla.gov.au/newspaper/page/11214963
112882427,NEWS AND NOTES.,185,The Ballarat Star (Vic. : 1865 - 1924),2,1869-01-09,Article,5677,N,1,"By telegraphic despatch from Sale on Friday we learn that a horrible accident took place on that day, at the Sale Club hotel. It seems that a man named Murrell, in descending a well by means of a rope, fell",https://nla.gov.au/nla.news-article112882427,http://trove.nla.gov.au/newspaper/page/12093606
112885071,MONDAY'S DESTRUCTIVE FIRES.,185,The Ballarat Star (Vic. : 1865 - 1924),2,1865-03-01,Article,2552,N,2,"Full particulars have not yet reached us of the damage done by the destructive fire which broke out on Monday on the run belonging to Messrs Lear-month. All the grass has been destroyed, and, as",https://nla.gov.au/nla.news-article112885071,http://trove.nla.gov.au/newspaper/page/12093996
112931958,Terrible Bush Fires. ADDITIONAL PARTICULARS OF DAMAGE. WHOLE STATIONS DESTROYED.,508,"Evening News (Sydney, NSW : 1869 - 1931)",4,1893-12-13,Article,395,N,0,"Narrandera, Wednesday.—During the past few days very large bush fires have been raging in this district. A sensation was caused here last evening when a report came to hand that the",https://nla.gov.au/nla.news-article112931958,http://trove.nla.gov.au/newspaper/page/12046942
113280781,WHITTON COUNTRY STILL ABLAZE.,508,"Evening News (Sydney, NSW : 1869 - 1931)",4,22/11/05,Article,63,N,0,"WHITTON, Wednesday.—The bush bush fires at Conapaira and Naradhan are still raging. The Ballandry fire has been got under control. A fire started at Whitton Punt on Tuesday",https://nla.gov.au/nla.news-article113280781,http://trove.nla.gov.au/newspaper/page/12074713
113566110,DISASTROUS FIRES AT KANYAPELLA.,311,"The Riverine Herald (Echuca, Vic. : Moama, NSW : 1869 - 1954; 1998 - 2002)",3,1882-01-30,Article,355,N,0,"A terribly destructive fire broke out at an early hour yesterday morning at Kanyapella. The fire ranged over a vast tract of country, carrying devastation and ruin with it. The",https://nla.gov.au/nla.news-article113566110,http://trove.nla.gov.au/newspaper/page/12156566
113590696,"STOCK REPORTS, &c. Riverine Herald Office, Tuesday Evening.",311,"The Riverine Herald (Echuca, Vic. : Moama, NSW : 1869 - 1954; 1998 - 2002)",2,1872-01-24,Article,1390,N,0,"The following mob of stock has crossed since our last issue:—23rd—2,500 fat sheep, Hon. W. Campbell's. After the disagreeable experience of many successive days of hot winds, with the thermometer seldom below",https://nla.gov.au/nla.news-article113590696,http://trove.nla.gov.au/newspaper/page/12155119
114012644,BUSH FIRES.,508,"Evening News (Sydney, NSW : 1869 - 1931)",4,18/12/00,Article,261,N,0,"Such heat as was experienced in Sydney yesterday, and as has been felt in the country during some days past, coupled with a strong westerly wind, was sure to produce that Australian",https://nla.gov.au/nla.news-article114012644,http://trove.nla.gov.au/newspaper/page/12007493
114347458,IMPROVEMENTS:,518,The Shoalhaven News and South Coast Districts Advertiser (NSW : 1891 - 1937),4 S,20/1/06,Article,2428,Y,0,"The Estate is well fenced and divided into 26 grazing, 20 cultivation, and 4 lucerne paddocks, in all 50 paddocks. Many of the blocks will",https://nla.gov.au/nla.news-article114347458,http://trove.nla.gov.au/newspaper/page/12070827
114425795,BUSH-FIRES IN N.S.W.,367,Goulburn Herald (NSW : 1881 - 1907),4,1898-01-26,Article,372,N,0,"BOMBALA, Monday.—The bush fires which have been raging north of Orbost attacked Emmett's paddocks and threatened the house (a large",https://nla.gov.au/nla.news-article114425795,http://trove.nla.gov.au/newspaper/page/9421650
114714727,One Thing and Another. Caution!,311,"The Riverine Herald (Echuca, Vic. : Moama, NSW : 1869 - 1954; 1998 - 2002)",4,11/1/05,Article,1170,N,0,"Persons when travelling should exercise care in the use of drinking water. As a safeguard it is urged that every traveller secure a bottle of Chamberlain's Coloic, Cholera and",https://nla.gov.au/nla.news-article114714727,http://trove.nla.gov.au/newspaper/page/12095060
